season,episode,number_line,timecode_in,timecode_out,text
1,13,229,00:18:26:07,00:18:30:15,"What if her spirit
is indeed lingering by Uk?"
1,13,230,00:18:30:17,00:18:33:16,"I should get rid of it.
She would have become an evil spirit."
1,13,231,00:18:33:18,00:18:35:17,I cannot let such a thing linger by him.
1,13,232,00:18:37:04,00:18:39:01,An evil spirit?
1,13,233,00:18:42:24,00:18:44:13,Where is Mu-deok?
1,13,234,00:18:44:15,00:18:45:23,Mu-deok?
1,13,235,00:18:46:10,00:18:49:15,"I sent her to Cheonbugwan
to run an errand."
1,13,236,00:18:56:15,00:18:58:04,Are you all right? Can you see?
1,13,237,00:18:58:20,00:19:00:19,"Yes, I can see now."
1,13,238,00:19:01:05,00:19:02:07,"And you, Young Master?"
1,13,239,00:19:02:09,00:19:04:16,Did you get hurt anywhere?
1,13,240,00:19:04:18,00:19:05:21,I am all right.
1,13,241,00:19:05:23,00:19:08:07,"What does it mean when two people
share something that should be a pair?"
1,13,242,00:19:08:09,00:19:10:18,It means they are married or a couple.
1,13,243,00:19:14:00,00:19:17:09,"Songrim's leader has come to Cheonbugwan
as you have ordered, Your Royal Highness."
1,13,244,00:19:37:21,00:19:39:15,You came to Cheonbugwan
1,13,245,00:19:40:06,00:19:42:23,"to give honey biscuits
to the Assistant Gwanju?"
1,13,246,00:19:43:00,00:19:46:24,"Yes, I heard you two had an argument
over honey biscuits."
1,13,247,00:19:47:12,00:19:49:19,"Maidservant Kim did not want him
to stay upset,"
1,13,248,00:19:49:21,00:19:51:21,so I brought what she had sent him.
1,13,249,00:19:51:23,00:19:53:12,What a feeble excuse.
1,13,250,00:19:54:10,00:19:55:14,The leader of Songrim
1,13,251,00:19:55:16,00:19:58:19,"and Assistant Gwanju of Cheonbugwan
fighting over honey biscuits?"
1,13,252,00:20:00:02,00:20:02:19,"Even if that were true,
you could have left right away."
1,13,253,00:20:02:21,00:20:04:24,"Why were you in the main room
with the constellation basin?"
1,13,254,00:20:05:01,00:20:07:08,I wanted to see the constellation basin.
1,13,255,00:20:07:12,00:20:10:17,"However, I ended up seeing something
that I should not have."
1,13,256,00:20:11:14,00:20:15:03,Are you sure you saw a soul shifter?
1,13,257,00:20:15:05,00:20:18:16,"Yes, he locked me inside a barrier
to hide that fact"
1,13,258,00:20:18:18,00:20:21:07,"and threw Mu-deok to
the soul shifter so he could feed on her."
1,13,259,00:20:21:09,00:20:22:24,He is lying.
1,13,260,00:20:24:11,00:20:27:12,"Jang Uk entered the main room
of Cheonbugwan without permission"
1,13,261,00:20:27:15,00:20:29:12,and damaged the constellation basin.
1,13,262,00:20:29:15,00:20:31:23,"Now that he finds himself in trouble,"
1,13,263,00:20:32:00,00:20:35:01,"he is making up an absurd lie
about a soul shifter."
1,13,264,00:20:36:20,00:20:38:13,I am sure it was a soul shifter.
1,13,265,00:20:38:15,00:20:40:14,He ran wild and got petrified.
1,13,266,00:20:40:16,00:20:42:13,My maid and I both saw it.
1,13,267,00:20:42:15,00:20:44:23,"When I arrived,
I did not see the body of a soul shifter."
1,13,268,00:20:45:00,00:20:46:15,He probably hid it somewhere.
1,13,269,00:20:46:17,00:20:48:11,You need to block all the exits
1,13,270,00:20:48:13,00:20:51:12,"and find the body of the soul shifter
before he takes it out."
1,13,271,00:20:54:09,00:20:58:17,"I guess the truth will be revealed
once we find the soul shifter's body."
1,13,272,00:21:01:12,00:21:04:10,"I shall summon the mages of Songrim
and investigate Cheonbugwan."
1,13,273,00:21:04:12,00:21:07:23,"No. I cannot let him
search through Cheongbugwan"
1,13,274,00:21:08:00,00:21:10:11,based on a ridiculous lie.
1,13,275,00:21:15:24,00:21:17:11,Jang Uk.
1,13,276,00:21:18:12,00:21:20:13,"Did you say the soul shifter
was a royal eunuch?"
1,13,277,00:21:20:15,00:21:21:12,"Yes, Your Royal Highness."
1,13,278,00:21:21:14,00:21:25:05,"I saw him beside the Queen
the day you came to Songrim for a duel."
1,13,279,00:21:25:07,00:21:27:20,"Eunuch Oh,
which eunuch was there that day?"
1,13,280,00:21:27:22,00:21:30:15,"Eunuch Kim, Your Royal Highness.
He serves the Queen."
1,13,281,00:21:31:19,00:21:34:24,"Then we just need to check
whether or not he is in the palace."
1,13,282,00:21:35:10,00:21:37:01,Go and check if he is there.
1,13,283,00:21:37:03,00:21:39:07,That will be unnecessary.
1,13,284,00:22:02:09,00:22:03:15,The Queen is here!
1,13,285,00:22:03:17,00:22:05:10,Bow before her!
1,13,286,00:22:12:22,00:22:14:03,Mother.
1,13,287,00:22:15:08,00:22:17:15,"The Assistant Gwanju
told me what happened."
1,13,288,00:22:17:17,00:22:19:18,"I was shocked, so I came here myself."
1,13,289,00:22:23:06,00:22:26:08,"Is it true that a soul shifter
was found here?"
1,13,290,00:22:26:22,00:22:29:06,"The eunuch who served you
was a soul shifter."
1,13,291,00:22:29:08,00:22:32:01,"He ran wild and got petrified
here at Cheonbugwan."
1,13,292,00:22:33:18,00:22:36:03,"- Is that so?
- That is not true."
1,13,293,00:22:36:15,00:22:38:24,No soul shifter ran wild here.
1,13,294,00:22:39:01,00:22:40:10,It is simply a lie
1,13,295,00:22:41:14,00:22:43:05,that Jang Uk is making up.
1,13,296,00:22:43:08,00:22:48:01,"Let us see if it is a lie or not
after we search for the eunuch's body."
