season,episode,number_line,timecode_in,timecode_out,text
1,14,179,00:12:43:23,00:12:45:11,to defeat you either.
1,14,180,00:12:47:02,00:12:50:12,There is only one person who can beat him
1,14,181,00:12:51:15,00:12:53:04,at all costs.
1,14,182,00:12:53:06,00:12:54:06,It is Seo Yul.
1,14,183,00:13:00:05,00:13:01:12,Seo Yul.
1,14,184,00:13:14:03,00:13:16:06,The bet started as nothing serious.
1,14,185,00:13:17:02,00:13:19:02,But I am beyond annoyed at this point.
1,14,186,00:13:19:04,00:13:23:17,"I spent nine gold toads
just to put that arrogant Uk in his place."
1,14,187,00:13:24:06,00:13:27:16,Imagine how ridiculous I will look
1,14,188,00:13:27:18,00:13:31:15,"if he happens to win the final match
due to some bizarre reason."
1,14,189,00:13:33:03,00:13:35:18,"So I need someone
who can beat him for certain."
1,14,190,00:13:35:20,00:13:38:12,"As the best mage of Jeongjingak
and my cousin,"
1,14,191,00:13:38:14,00:13:40:00,I believe you are the only one.
1,14,192,00:13:41:17,00:13:44:24,I know you two are very close.
1,14,193,00:13:46:18,00:13:50:04,"But as the Crown Prince and your cousin,"
1,14,194,00:13:50:22,00:13:52:12,could you help me out this once?
1,14,195,00:13:56:08,00:13:57:15,"Yes, Your Royal Highness."
1,14,196,00:13:59:23,00:14:00:19,Really?
1,14,197,00:14:01:23,00:14:03:22,You will fight Uk for me?
1,14,198,00:14:04:11,00:14:05:16,I will win.
1,14,199,00:14:06:09,00:14:07:21,I give you my word.
1,14,200,00:14:09:00,00:14:12:12,"That is right.
You of all people can do that."
1,14,201,00:14:12:14,00:14:14:23,Did Mu-deok really promise to serve
1,14,202,00:14:15:00,00:14:16:21,whoever beat Uk?
1,14,203,00:14:16:23,00:14:19:14,Yes. Instead of the gold toad…
1,14,204,00:14:24:15,00:14:26:16,She decided to put herself as the bet.
1,14,205,00:14:26:18,00:14:28:17,Then I will beat Uk
1,14,206,00:14:30:01,00:14:31:20,and take her in as my maid.
1,14,207,00:14:36:09,00:14:37:12,"All right, then."
1,14,208,00:14:38:03,00:14:40:13,"The person fighting Jang Uk
for his last duel. Step forward."
1,14,209,00:15:08:20,00:15:09:20,Uk.
1,14,210,00:15:10:22,00:15:12:19,The person you will be fighting against
1,14,211,00:15:13:12,00:15:14:18,is me.
1,14,212,00:15:34:00,00:15:37:00,"Yul could not have volunteered
just so he could let Uk win, right?"
1,14,213,00:15:37:02,00:15:38:02,No way.
1,14,214,00:15:38:04,00:15:41:06,"When Dang-gu volunteered,
Uk refused to fight him."
1,14,215,00:15:41:08,00:15:42:19,He will not let Uk win.
1,14,216,00:15:42:21,00:15:46:09,"He gave the Crown Prince his word
and said he would beat Uk."
1,14,217,00:15:50:16,00:15:51:22,You may begin.
1,14,218,00:16:06:23,00:16:08:05,Yul was right.
1,14,219,00:16:08:23,00:16:11:02,Uk has greatly improved.
1,14,220,00:16:26:02,00:16:27:13,That is my shield spell.
1,14,221,00:16:27:15,00:16:28:18,When did he master that?
1,14,222,00:16:30:14,00:16:33:08,"He just picked them up
through his previous duels."
1,14,223,00:16:33:10,00:16:37:08,"Did he master all of his opponents' spells
from his previous nine duels?"
1,14,224,00:16:37:10,00:16:41:04,"He has learned and is mimicking
some spells from his previous duels."
1,14,225,00:17:41:05,00:17:42:08,He did it.
1,14,226,00:18:18:08,00:18:19:21,The duel has ended.
1,14,227,00:18:19:23,00:18:22:10,Seo Yul has won.
1,14,228,00:18:26:14,00:18:27:17,I knew it.
1,14,229,00:18:29:02,00:18:31:22,Uk lost all ten duels.
1,14,230,00:18:32:17,00:18:35:16,How did he use Tansu at the end?
1,14,231,00:18:35:18,00:18:38:19,"He collected the energy in the air
and turned it into water."
1,14,232,00:18:38:21,00:18:39:19,That is absurd.
1,14,233,00:18:40:17,00:18:43:10,"Only those
who have reached Chisu can do that."
1,14,234,00:18:55:21,00:18:57:05,When did you reach Chisu?
1,14,235,00:18:57:20,00:19:01:13,"I told you yesterday that
I had something surprising to tell you."
1,14,236,00:19:01:14,00:19:03:01,That is incredible.
1,14,237,00:19:03:21,00:19:05:05,Congratulations.
1,14,238,00:19:05:07,00:19:06:04,Uk!
1,14,239,00:19:07:04,00:19:09:16,"You have reached Chisu.
Congratulations, my friend!"
1,14,240,00:19:10:16,00:19:11:15,Did you see that?
1,14,241,00:19:12:05,00:19:14:23,"Our fellow mage, Jang Uk,
has reached Chisu!"
1,14,242,00:19:16:07,00:19:18:00,"-Really?
-Hey."
1,14,243,00:19:18:02,00:19:20:01,"-Congratulations.
-Congratulations."
1,14,244,00:19:20:03,00:19:22:15,"-You are amazing.
-Congratulations!"
1,14,245,00:19:22:17,00:19:23:19,Hey!
1,14,246,00:19:24:23,00:19:26:11,Let us head to Sejukwon.
1,14,247,00:19:35:18,00:19:38:05,Mu-deok just left with the Crown Prince.
1,14,248,00:19:38:20,00:19:41:11,"They are probably
putting an end to their bet."
1,14,249,00:19:41:13,00:19:44:05,"I am just worried they may be
up to something ridiculous again."
1,14,250,00:19:44:07,00:19:45:24,I will go and check.
1,14,251,00:19:46:01,00:19:49:13,"Yes. You should take care of her.
After all, you are now her owner."
1,14,252,00:19:53:17,00:19:56:02,"That is what we want
the Crown Prince to think."
1,14,253,00:19:58:03,00:20:00:19,So Yul can go to see Mu-deok.
1,14,254,00:20:00:21,00:20:02:15,"Uk, come with me to Sejukwon."
1,14,255,00:20:03:08,00:20:05:08,Let us go. Hurry.
